Case ID,Activity,Complete Timestamp,Variant,Variant index,lifecycle:transition,noise
0,start_event_Loan  application received,2017-09-15 14:46:25.000,Variant 22,22,complete,
0,Check  application  form completeness,2017-09-15 14:48:38.802,Variant 22,22,complete,
0,Appraise property,2017-09-15 15:57:26.746,Variant 22,22,complete,
0,Check credit history,2017-09-15 16:00:30.869,Variant 22,22,complete,
0,Check if home insurance quote is requested,2017-09-15 16:00:30.869,Variant 22,22,,true
0,Assess loan risk,2017-09-15 17:28:32.533,Variant 22,22,complete,
0,Assess eligibility,2017-09-15 17:33:54.645,Variant 22,22,complete,
0,Check if home insurance quote is requested,2017-09-15 17:35:29.940,Variant 22,22,complete,
0,Send acceptance pack,2017-09-15 18:48:29.013,Variant 22,22,complete,
0,Verify repayment agreement,2017-09-15 19:55:02.203,Variant 22,22,complete,
0,Cancel application,2017-09-15 23:13:39.744,Variant 22,22,complete,
0,end_event_Loan  application canceled,2017-09-16 03:05:03.206,Variant 22,22,complete,
1,start_event_Loan  application received,2017-09-16 17:53:23.799,Variant 23,23,complete,
1,Check  application  form completeness,2017-09-16 18:27:54.932,Variant 23,23,complete,
1,Check credit history,2017-09-16 18:33:49.728,Variant 23,23,complete,
1,Assess loan risk,2017-09-16 19:40:04.366,Variant 23,23,complete,
1,Appraise property,2017-09-16 20:29:08.392,Variant 23,23,complete,
1,Assess eligibility,2017-09-16 21:58:18.762,Variant 23,23,complete,
1,Check if home insurance quote is requested,2017-09-17 00:57:03.478,Variant 23,23,complete,
1,Send acceptance pack,2017-09-17 02:52:22.257,Variant 23,23,complete,
1,Verify repayment agreement,2017-09-17 03:31:55.753,Variant 23,23,complete,
1,Cancel application,2017-09-17 03:47:16.667,Variant 23,23,complete,
1,end_event_Loan  application canceled,2017-09-17 04:25:12.597,Variant 23,23,complete,
2,start_event_Loan  application received,2017-09-17 15:54:20.813,Variant 24,24,complete,
2,Check  application  form completeness,2017-09-17 16:24:16.679,Variant 24,24,complete,
2,Return application back to applicant,2017-09-17 16:37:03.839,Variant 24,24,complete,
2,Receive updated application,2017-09-17 17:20:15.949,Variant 24,24,complete,
2,Check  application  form completeness,2017-09-17 17:41:31.653,Variant 24,24,complete,
2,Return application back to applicant,2017-09-17 18:11:01.370,Variant 24,24,complete,
2,Receive updated application,2017-09-17 19:19:45.935,Variant 24,24,complete,
2,Check  application  form completeness,2017-09-17 19:33:52.247,Variant 24,24,complete,
2,Check credit history,2017-09-17 21:12:48.665,Variant 24,24,complete,
2,Assess loan risk,2017-09-17 22:36:50.611,Variant 24,24,complete,
2,Appraise property,2017-09-17 22:54:34.303,Variant 24,24,complete,
2,start_event_Loan  application received,2017-09-17 22:54:34.303,Variant 24,24,,true
2,Assess eligibility,2017-09-17 23:09:31.230,Variant 24,24,complete,
2,Check if home insurance quote is requested,2017-09-18 01:05:20.731,Variant 24,24,complete,
2,Send home insurance quote,2017-09-18 01:08:42.791,Variant 24,24,complete,
2,Send home insurance quote,2017-09-18 01:08:42.791,Variant 24,24,,true
2,Verify repayment agreement,2017-09-18 01:24:11.996,Variant 24,24,complete,
2,Cancel application,2017-09-18 01:46:14.582,Variant 24,24,complete,
2,end_event_Loan  application canceled,2017-09-18 01:48:53.093,Variant 24,24,complete,
3,start_event_Loan  application received,2017-09-19 13:30:01.499,Variant 25,25,complete,
3,Check  application  form completeness,2017-09-19 13:54:39.302,Variant 25,25,complete,
3,Return application back to applicant,2017-09-19 14:57:58.492,Variant 25,25,complete,
3,Receive updated application,2017-09-19 16:15:19.131,Variant 25,25,complete,
3,Check  application  form completeness,2017-09-19 16:24:47.400,Variant 25,25,complete,
3,Verify repayment agreement,2017-09-19 16:24:47.400,Variant 25,25,,true
3,Check credit history,2017-09-19 16:42:05.050,Variant 25,25,complete,
3,Appraise property,2017-09-19 17:29:00.907,Variant 25,25,complete,
3,Assess loan risk,2017-09-19 17:31:59.768,Variant 25,25,complete,
3,Assess eligibility,2017-09-19 19:10:42.870,Variant 25,25,complete,
3,Check if home insurance quote is requested,2017-09-19 19:18:51.644,Variant 25,25,complete,
3,Send home insurance quote,2017-09-19 21:15:00.566,Variant 25,25,complete,
3,Verify repayment agreement,2017-09-19 21:28:17.621,Variant 25,25,complete,
3,Cancel application,2017-09-19 21:55:16.218,Variant 25,25,complete,
3,end_event_Loan  application canceled,2017-09-19 23:23:01.254,Variant 25,25,complete,
4,start_event_Loan  application received,2017-09-20 00:55:28.622,Variant 11,11,complete,
4,Check  application  form completeness,2017-09-20 02:29:05.418,Variant 11,11,complete,
4,Return application back to applicant,2017-09-20 02:46:34.784,Variant 11,11,complete,
4,Receive updated application,2017-09-20 05:43:36.925,Variant 11,11,complete,
4,Check  application  form completeness,2017-09-20 06:01:30.227,Variant 11,11,complete,
4,Return application back to applicant,2017-09-20 07:29:37.823,Variant 11,11,complete,
4,Receive updated application,2017-09-20 09:41:57.636,Variant 11,11,complete,
4,Check  application  form completeness,2017-09-20 10:28:22.737,Variant 11,11,complete,
4,Return application back to applicant,2017-09-20 11:23:42.674,Variant 11,11,complete,
4,Receive updated application,2017-09-20 12:48:33.160,Variant 11,11,complete,
4,Check  application  form completeness,2017-09-20 12:49:24.948,Variant 11,11,complete,
4,Appraise property,2017-09-20 12:57:17.480,Variant 11,11,complete,
4,Check credit history,2017-09-20 13:03:08.030,Variant 11,11,complete,
4,Assess loan risk,2017-09-20 13:07:23.323,Variant 11,11,complete,
4,Assess eligibility,2017-09-20 13:11:02.710,Variant 11,11,complete,
4,Reject application,2017-09-20 14:04:10.739,Variant 11,11,complete,
4,end_event_Loan application rejected,2017-09-20 14:22:17.205,Variant 11,11,complete,
5,start_event_Loan  application received,2017-09-20 10:57:43.343,Variant 26,26,complete,
5,Return application back to applicant,2017-09-20 10:57:43.343,Variant 26,26,,true
5,Check  application  form completeness,2017-09-20 11:32:22.974,Variant 26,26,complete,
5,Appraise property,2017-09-20 12:12:04.074,Variant 26,26,complete,
5,Check credit history,2017-09-20 12:37:48.818,Variant 26,26,complete,
5,Assess loan risk,2017-09-20 12:38:01.735,Variant 26,26,complete,
5,Assess eligibility,2017-09-20 12:59:36.208,Variant 26,26,complete,
5,Check if home insurance quote is requested,2017-09-20 16:54:34.656,Variant 26,26,complete,
5,Send home insurance quote,2017-09-20 20:05:21.471,Variant 26,26,complete,
5,Verify repayment agreement,2017-09-20 20:51:46.813,Variant 26,26,complete,
5,Cancel application,2017-09-20 22:06:36.943,Variant 26,26,complete,
5,end_event_Loan  application canceled,2017-09-20 23:25:19.945,Variant 26,26,complete,
6,start_event_Loan  application received,2017-09-20 21:19:25.477,Variant 27,27,complete,
6,Check  application  form completeness,2017-09-20 23:31:15.345,Variant 27,27,complete,
6,Return application back to applicant,2017-09-20 23:50:49.681,Variant 27,27,complete,
6,Receive updated application,2017-09-21 00:06:10.434,Variant 27,27,complete,
6,Check  application  form completeness,2017-09-21 01:35:14.082,Variant 27,27,complete,
6,Return application back to applicant,2017-09-21 01:46:30.621,Variant 27,27,complete,
6,Receive updated application,2017-09-21 02:10:42.266,Variant 27,27,complete,
6,end_event_Loan  application canceled,2017-09-21 02:10:42.266,Variant 27,27,,true
6,Check  application  form completeness,2017-09-21 05:00:10.590,Variant 27,27,complete,
6,Return application back to applicant,2017-09-21 10:18:07.977,Variant 27,27,complete,
6,Check if home insurance quote is requested,2017-09-21 10:18:07.977,Variant 27,27,,true
6,Receive updated application,2017-09-21 12:00:44.913,Variant 27,27,complete,
6,Send home insurance quote,2017-09-21 12:00:44.913,Variant 27,27,,true
6,Check  application  form completeness,2017-09-21 12:08:15.390,Variant 27,27,complete,
6,Send home insurance quote,2017-09-21 12:08:15.390,Variant 27,27,,true
6,Return application back to applicant,2017-09-21 13:23:23.832,Variant 27,27,complete,
6,Receive updated application,2017-09-21 13:46:38.794,Variant 27,27,complete,
6,Check  application  form completeness,2017-09-21 15:39:55.143,Variant 27,27,complete,
6,Return application back to applicant,2017-09-21 16:12:02.505,Variant 27,27,complete,
6,Receive updated application,2017-09-21 16:22:46.374,Variant 27,27,complete,
6,Check  application  form completeness,2017-09-21 16:37:22.533,Variant 27,27,complete,
6,Appraise property,2017-09-21 17:32:37.884,Variant 27,27,complete,
6,Check credit history,2017-09-21 17:46:46.513,Variant 27,27,complete,
6,Assess loan risk,2017-09-21 17:47:38.319,Variant 27,27,complete,
6,Assess eligibility,2017-09-21 18:36:31.377,Variant 27,27,complete,
6,Check if home insurance quote is requested,2017-09-21 19:56:03.072,Variant 27,27,complete,
6,Send acceptance pack,2017-09-21 22:23:33.271,Variant 27,27,complete,
6,Verify repayment agreement,2017-09-21 23:20:41.187,Variant 27,27,complete,
6,Approve application,2017-09-22 00:07:53.484,Variant 27,27,complete,
6,end_event_Loan  application approved,2017-09-22 00:29:54.264,Variant 27,27,complete,
7,start_event_Loan  application received,2017-09-21 15:13:47.473,Variant 16,16,complete,
7,Check  application  form completeness,2017-09-21 16:25:35.275,Variant 16,16,complete,
7,Check credit history,2017-09-21 17:32:33.710,Variant 16,16,complete,
7,Assess loan risk,2017-09-21 18:14:46.000,Variant 16,16,complete,
7,Appraise property,2017-09-21 18:43:17.122,Variant 16,16,complete,
7,Assess eligibility,2017-09-21 19:12:03.039,Variant 16,16,complete,
7,Check if home insurance quote is requested,2017-09-21 21:01:57.732,Variant 16,16,complete,
7,Send home insurance quote,2017-09-21 22:48:03.409,Variant 16,16,complete,
7,Verify repayment agreement,2017-09-21 22:59:08.367,Variant 16,16,complete,
7,Cancel application,2017-09-21 23:19:56.680,Variant 16,16,complete,
7,end_event_Loan  application canceled,2017-09-21 23:20:32.164,Variant 16,16,complete,
8,start_event_Loan  application received,2017-09-21 20:35:05.535,Variant 1,1,complete,
8,Check  application  form completeness,2017-09-21 21:01:55.242,Variant 1,1,complete,
8,Appraise property,2017-09-22 00:20:09.343,Variant 1,1,complete,
8,Check credit history,2017-09-22 01:48:43.549,Variant 1,1,complete,
8,Assess loan risk,2017-09-22 03:40:14.624,Variant 1,1,complete,
8,Assess eligibility,2017-09-22 04:18:13.718,Variant 1,1,complete,
8,Reject application,2017-09-22 09:26:16.116,Variant 1,1,complete,
8,end_event_Loan application rejected,2017-09-22 09:37:34.463,Variant 1,1,complete,
9,start_event_Loan  application received,2017-09-22 11:57:27.982,Variant 28,28,complete,
9,end_event_Loan  application approved,2017-09-22 11:57:27.982,Variant 28,28,,true
9,Check  application  form completeness,2017-09-22 12:01:56.659,Variant 28,28,complete,
9,Return application back to applicant,2017-09-22 13:06:02.297,Variant 28,28,complete,
9,Receive updated application,2017-09-22 14:08:15.715,Variant 28,28,complete,
9,Check  application  form completeness,2017-09-22 16:39:51.435,Variant 28,28,complete,
9,Appraise property,2017-09-22 19:13:30.972,Variant 28,28,complete,
9,end_event_Loan  application approved,2017-09-22 19:13:30.972,Variant 28,28,,true
9,Check credit history,2017-09-22 19:23:25.979,Variant 28,28,complete,
9,Assess loan risk,2017-09-22 19:25:55.804,Variant 28,28,complete,
9,Assess eligibility,2017-09-22 22:03:42.820,Variant 28,28,complete,
9,Reject application,2017-09-22 23:19:08.776,Variant 28,28,complete,
9,end_event_Loan application rejected,2017-09-23 00:46:05.833,Variant 28,28,complete,
10,start_event_Loan  application received,2017-09-23 13:11:39.677,Variant 29,29,complete,
10,Check  application  form completeness,2017-09-23 13:14:11.082,Variant 29,29,complete,
10,Check credit history,2017-09-23 13:23:24.194,Variant 29,29,complete,
10,Appraise property,2017-09-23 13:30:05.331,Variant 29,29,complete,
10,Assess loan risk,2017-09-23 14:58:57.638,Variant 29,29,complete,
10,Assess eligibility,2017-09-23 17:02:28.023,Variant 29,29,complete,
10,Reject application,2017-09-23 18:16:08.673,Variant 29,29,complete,
10,end_event_Loan application rejected,2017-09-23 18:54:53.721,Variant 29,29,complete,
10,end_event_Loan  application approved,2017-09-23 18:54:53.721,Variant 29,29,,true
11,Assess eligibility,2017-09-23 18:54:53.721,Variant 30,30,,true
11,start_event_Loan  application received,2017-09-23 18:17:10.607,Variant 30,30,complete,
11,Check  application  form completeness,2017-09-23 19:29:38.250,Variant 30,30,complete,
11,Check credit history,2017-09-23 20:50:36.452,Variant 30,30,complete,
11,Assess loan risk,2017-09-23 21:08:37.408,Variant 30,30,complete,
11,Appraise property,2017-09-24 00:43:57.668,Variant 30,30,complete,
11,Assess eligibility,2017-09-24 04:22:05.815,Variant 30,30,complete,
11,Check if home insurance quote is requested,2017-09-24 04:25:12.327,Variant 30,30,complete,
11,start_event_Loan  application received,2017-09-24 04:25:12.327,Variant 30,30,,true
11,Send acceptance pack,2017-09-24 04:40:19.902,Variant 30,30,complete,
11,Verify repayment agreement,2017-09-24 04:54:25.826,Variant 30,30,complete,
11,Cancel application,2017-09-24 05:30:42.384,Variant 30,30,complete,
11,end_event_Loan  application canceled,2017-09-24 06:13:59.313,Variant 30,30,complete,
12,start_event_Loan  application received,2017-09-24 20:58:14.298,Variant 31,31,complete,
12,Check  application  form completeness,2017-09-24 21:14:59.790,Variant 31,31,complete,
12,Appraise property,2017-09-24 21:58:22.166,Variant 31,31,complete,
12,Appraise property,2017-09-24 21:58:22.166,Variant 31,31,,true
12,Check credit history,2017-09-24 23:36:23.043,Variant 31,31,complete,
12,Assess loan risk,2017-09-24 23:41:07.298,Variant 31,31,complete,
12,Assess eligibility,2017-09-25 00:00:06.967,Variant 31,31,complete,
12,Reject application,2017-09-25 02:28:22.161,Variant 31,31,complete,
12,Send acceptance pack,2017-09-25 02:28:22.161,Variant 31,31,,true
12,end_event_Loan application rejected,2017-09-25 03:30:29.992,Variant 31,31,complete,
13,start_event_Loan  application received,2017-09-25 10:48:19.971,Variant 6,6,complete,
13,Check  application  form completeness,2017-09-25 11:12:56.026,Variant 6,6,complete,
13,Appraise property,2017-09-25 13:20:39.752,Variant 6,6,complete,
13,Check credit history,2017-09-25 15:01:05.105,Variant 6,6,complete,
